-52,174,-197,83,30.3633,3.81
-52.0099,173.981,-197.038,82.9269,30.2208,5.78497
-52.0196,173.962,-197.074,82.8553,30.0814,5.85645
-52.028,173.945,-197.106,82.793,29.9601,4.61433
-52.0361,173.93,-197.137,82.7326,29.8422,4.07296
-52.0447,173.913,-197.17,82.6691,29.7181,4.32385
-52.0533,173.896,-197.203,82.6046,29.5923,4.48151
-52.0617,173.88,-197.235,82.542,29.4702,4.23799
-52.0699,173.864,-197.266,82.4812,29.3515,3.9191
-52.078,173.848,-197.297,82.421,29.2338,3.74299
-52.086,173.832,-197.328,82.3609,29.1165,3.64618
-52.094,173.817,-197.358,82.3015,29.0003,3.52064
-52.1019,173.801,-197.388,82.2429,28.8857,3.35219
-52.1096,173.786,-197.417,82.1852,28.7729,3.16975
-52.1172,173.771,-197.447,82.1283,28.6617,2.99161
-52.1247,173.757,-197.475,82.0723,28.5521,2.81892
-52.132,173.742,-197.503,82.0171,28.444,2.64315
-52.1393,173.728,-197.531,81.9628,28.3378,2.45813
-52.1463,173.714,-197.558,81.9096,28.2335,2.26401
-52.1533,173.701,-197.585,81.8574,28.1313,2.05973
-52.1601,173.687,-197.611,81.8063,28.0312,1.84676
-52.1667,173.674,-197.636,81.7565,27.9335,1.62217
-52.1731,173.662,-197.661,81.708,27.8384,1.38684
-52.1793,173.65,-197.685,81.661,27.7462,1.1351
-52.1853,173.638,-197.708,81.6157,27.6571,0.862354
-52.191,173.627,-197.73,81.5722,27.5717,0.567109
-52.1965,173.616,-197.751,81.5309,27.4906,0.244116
-52.2015,173.606,-197.771,81.4922,27.4143,-0.111046
-52.2062,173.597,-197.789,81.4566,27.3442,-0.507315
-52.2103,173.589,-197.805,81.425,27.2818,-0.948789
-52.2137,173.582,-197.818,81.3985,27.2296,-1.42926
-52.2162,173.577,-197.828,81.3792,27.1913,-1.90846
-52.2174,173.575,-197.833,81.3702,27.1734,-2.23062
-52.2166,173.576,-197.83,81.3765,27.1859,-1.89623
-52.2131,173.583,-197.816,81.4043,27.2418,0.226103
-52.2072,173.595,-197.792,81.4533,27.3409,4.19984
-52.2015,173.607,-197.768,81.5019,27.4398,5.16001
-52.1979,173.614,-197.753,81.5321,27.5014,3.97217
-52.1953,173.619,-197.742,81.554,27.5456,3.29663
-52.1922,173.625,-197.73,81.5789,27.5959,3.22427
-52.1889,173.632,-197.716,81.6068,27.6523,3.37142
-52.1856,173.639,-197.702,81.6339,27.7072,3.34626
-52.1826,173.645,-197.69,81.6586,27.757,3.18209
-52.1798,173.651,-197.679,81.6813,27.8029,3.01971
-52.1772,173.656,-197.668,81.7029,27.8465,2.90264
-52.1747,173.661,-197.658,81.7236,27.8883,2.8122
-52.1723,173.666,-197.648,81.7433,27.928,2.72672
-52.17,173.67,-197.639,81.7618,27.9654,2.64201
-52.1679,173.675,-197.63,81.7792,28.0003,2.56023
-52.1659,173.679,-197.622,81.7954,28.0329,2.48385
-52.1641,173.682,-197.615,81.8104,28.0633,2.41471
-52.1624,173.686,-197.608,81.8244,28.0915,2.3518
-52.1608,173.689,-197.602,81.8374,28.1175,2.29453
-52.1593,173.692,-197.596,81.8492,28.1413,2.24292
-52.158,173.695,-197.59,81.86,28.1631,2.19654
-52.1568,173.697,-197.585,81.8698,28.1827,2.15545
-52.1557,173.699,-197.581,81.8786,28.2004,2.1194
-52.1547,173.701,-197.577,81.8864,28.216,2.08796
-52.1539,173.703,-197.574,81.8933,28.2297,2.06087
-52.1531,173.704,-197.571,81.8991,28.2415,2.03795
-52.1525,173.705,-197.568,81.9041,28.2514,2.01925
-52.152,173.706,-197.566,81.9081,28.2594,2.00421
-52.1516,173.707,-197.565,81.9112,28.2657,1.99282
-52.1514,173.708,-197.564,81.9134,28.2702,1.98483
-52.1512,173.708,-197.563,81.9148,28.2729,1.98002
-52.1511,173.708,-197.563,81.9153,28.2739,1.97823
-52.1512,173.708,-197.563,81.915,28.2733,1.97931
-52.1513,173.708,-197.563,81.9138,28.271,1.98323
-52.1516,173.707,-197.564,81.9119,28.267,1.98977
-52.1519,173.707,-197.566,81.9091,28.2614,1.99886
-52.1524,173.706,-197.568,81.9055,28.2542,2.01061
-52.1529,173.705,-197.57,81.9011,28.2455,2.0246
-52.1536,173.703,-197.572,81.8959,28.2351,2.04066
-52.1543,173.702,-197.575,81.89,28.2233,2.05882
-52.1552,173.7,-197.579,81.8833,28.2099,2.07915
-52.1561,173.698,-197.582,81.8758,28.1951,2.10126
-52.1571,173.696,-197.587,81.8677,28.1788,2.12524
-52.1583,173.694,-197.591,81.8588,28.1611,2.15095
-52.1595,173.692,-197.596,81.8492,28.1419,2.17794
-52.1608,173.689,-197.601,81.8389,28.1214,2.20628
-52.1622,173.686,-197.607,81.8279,28.0996,2.23548
-52.1636,173.683,-197.612,81.8163,28.0765,2.2658
-52.1652,173.68,-197.619,81.804,28.0521,2.29749
-52.1668,173.677,-197.625,81.7912,28.0265,2.32958
-52.1685,173.674,-197.632,81.7777,27.9996,2.36184
-52.1703,173.67,-197.639,81.7636,27.9717,2.39419
-52.1722,173.666,-197.646,81.749,27.9427,2.42549
-52.1741,173.663,-197.654,81.7339,27.9126,2.45665
-52.1761,173.659,-197.662,81.7183,27.8816,2.48844
-52.1781,173.655,-197.67,81.7022,27.8496,2.5192
-52.1802,173.65,-197.678,81.6857,27.8168,2.54869
-52.1824,173.646,-197.687,81.6688,27.7832,2.57674
-52.1846,173.642,-197.695,81.6515,27.7487,2.60406
-52.1868,173.637,-197.704,81.6338,27.7136,2.62997
-52.1891,173.633,-197.713,81.6158,27.6778,2.65461
-52.1915,173.628,-197.722,81.5975,27.6415,2.6771
-52.1939,173.623,-197.732,81.5789,27.6046,2.69749
-52.1963,173.619,-197.741,81.5601,27.5673,2.71417
-52.1987,173.614,-197.751,81.5412,27.5297,2.72893
-52.2011,173.609,-197.76,81.522,27.4917,2.74321
-52.2036,173.604,-197.77,81.5027,27.4534,2.75526
-52.2061,173.599,-197.78,81.4833,27.4149,2.76366
-52.2086,173.594,-197.79,81.4639,27.3764,2.76953
-52.211,173.589,-197.8,81.4445,27.3378,2.77213
-52.2135,173.584,-197.809,81.425,27.2992,2.77273
-52.216,173.579,-197.819,81.4056,27.2607,2.77082
-52.2185,173.574,-197.829,81.3863,27.2223,2.76713
-52.2209,173.57,-197.839,81.3671,27.1842,2.76049
-52.2234,173.565,-197.848,81.348,27.1463,2.75112
-52.2258,173.56,-197.858,81.3291,27.1088,2.73888
-52.2282,173.555,-197.867,81.3104,27.0717,2.72495
-52.2305,173.55,-197.876,81.2919,27.0351,2.70934
-52.2329,173.546,-197.886,81.2738,26.999,2.69114
-52.2352,173.541,-197.895,81.2559,26.9634,2.6716
-52.2374,173.537,-197.903,81.2383,26.9286,2.6501
-52.2396,173.532,-197.912,81.2211,26.8944,2.62736
-52.2417,173.528,-197.921,81.2043,26.8609,2.60311
-52.2438,173.524,-197.929,81.1879,26.8283,2.57787
-52.2459,173.52,-197.937,81.1718,26.7965,2.5534
-52.2479,173.516,-197.945,81.1562,26.7655,2.52786
-52.2498,173.512,-197.952,81.1411,26.7353,2.50233
-52.2517,173.509,-197.96,81.1263,26.7061,2.47618
-52.2535,173.505,-197.967,81.1121,26.6778,2.45044
-52.2552,173.501,-197.974,81.0984,26.6504,2.42428
-52.2569,173.498,-197.98,81.0851,26.6241,2.39819
-52.2585,173.495,-197.987,81.0724,26.5988,2.37309
-52.2601,173.492,-197.993,81.0602,26.5745,2.34951
